name,size,obs,boxes
000203.jpg,"[901, 600, 3]",[16],"[[94, 299, 301, 598]]"
000204.jpg,"[800, 600, 3]",[20],"[[338, 106, 523, 278]]"
000205.jpg,"[600, 800, 3]","[1, 5, 19]","[[171, 250, 486, 771], [133, 443, 386, 642], [2, 318, 598, 731]]"
000206.jpg,"[600, 800, 3]","[1, 1, 1, 1]","[[482, 605, 504, 659], [422, 605, 437, 634], [408, 605, 426, 632], [142, 558, 302, 800]]"
000207.jpg,"[600, 898, 3]",[11],"[[2, 368, 203, 575]]"
000208.jpg,"[800, 600, 3]","[17, 16, 16, 16, 16, 19]","[[2, 205, 266, 418], [528, 357, 800, 600], [187, 182, 288, 350], [94, 195, 210, 408], [2, 294, 53, 392], [325, 242, 698, 493]]"
000209.jpg,"[800, 600, 3]",[3],"[[22, 122, 640, 600]]"
000210.jpg,"[802, 600, 3]","[12, 1, 1, 1]","[[605, 339, 648, 361], [711, 339, 751, 377], [518, 343, 537, 363], [24, 343, 59, 385]]"
000211.jpg,"[800, 600, 3]",[4],"[[77, 419, 390, 558]]"
000212.jpg,"[901, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[4, 148, 357, 598], [250, 254, 371, 351], [438, 186, 519, 306], [508, 180, 614, 351], [7, 198, 54, 288], [477, 252, 544, 348], [580, 240, 822, 402], [843, 222, 899, 398], [777, 205, 834, 332], [578, 108, 665, 256], [632, 123, 692, 204]]"
000213.jpg,"[600, 800, 3]",[3],"[[160, 110, 499, 470]]"
000214.jpg,"[800, 600, 3]",[6],"[[328, 2, 800, 600]]"
000215.jpg,"[641, 600, 3]",[3],"[[185, 104, 433, 527]]"
000216.jpg,"[800, 600, 3]",[8],"[[374, 272, 454, 358]]"
000217.jpg,"[901, 600, 3]","[17, 16, 16, 16, 16, 16, 16, 16, 16]","[[240, 332, 737, 600], [243, 384, 423, 600], [218, 378, 360, 577], [533, 404, 690, 600], [632, 346, 703, 434], [577, 328, 627, 409], [526, 305, 607, 391], [452, 301, 537, 369], [281, 310, 348, 351]]"
000218.jpg,"[901, 600, 3]","[5, 16, 1]","[[456, 115, 690, 459], [193, 2, 364, 314], [2, 2, 456, 400]]"
000219.jpg,"[600, 901, 3]",[13],"[[216, 600, 559, 836]]"
000220.jpg,"[800, 600, 3]","[12, 12, 1]","[[64, 203, 742, 467], [683, 182, 800, 267], [424, 235, 499, 299]]"
000221.jpg,"[904, 600, 3]",[12],"[[130, 139, 781, 457]]"
000222.jpg,"[800, 600, 3]","[17, 1, 1, 15, 15, 1, 1, 1, 1, 1, 1, 1, 1, 16, 16]","[[285, 346, 485, 522], [400, 379, 579, 600], [182, 378, 363, 600], [354, 357, 376, 426], [374, 341, 392, 410], [546, 238, 602, 346], [253, 306, 296, 354], [254, 283, 330, 368], [403, 285, 498, 365], [466, 309, 531, 386], [509, 334, 597, 528], [160, 330, 272, 547], [710, 453, 800, 600], [586, 389, 630, 600], [587, 347, 624, 430]]"
000223.jpg,"[901, 600, 3]","[14, 1]","[[281, 153, 614, 523], [670, 467, 703, 541]]"
000224.jpg,"[800, 600, 3]","[20, 15]","[[58, 254, 352, 539], [642, 392, 800, 600]]"
000225.jpg,"[901, 600, 3]","[7, 7]","[[225, 173, 640, 474], [4, 40, 85, 146]]"
000226.jpg,"[800, 600, 3]","[16, 16, 16, 16, 16, 16, 16, 16, 17, 17, 1, 1]","[[499, 400, 691, 600], [515, 354, 621, 454], [118, 424, 419, 600], [733, 349, 800, 496], [675, 326, 723, 411], [262, 315, 298, 384], [82, 368, 181, 600], [3, 333, 93, 501], [178, 387, 603, 600], [53, 326, 206, 394], [373, 258, 474, 354], [563, 269, 646, 389]]"
000227.jpg,"[847, 600, 3]","[3, 20]","[[373, 208, 802, 600], [44, 64, 300, 276]]"
000228.jpg,"[901, 600, 3]",[8],"[[166, 148, 566, 411]]"
000229.jpg,"[800, 600, 3]","[17, 1, 1, 1, 1, 1, 1, 1, 15, 15, 16]","[[152, 334, 674, 600], [638, 350, 778, 594], [546, 258, 691, 477], [614, 216, 699, 325], [382, 210, 539, 338], [237, 230, 338, 408], [130, 256, 315, 523], [3, 301, 171, 600], [566, 482, 611, 592], [62, 198, 86, 258], [738, 302, 800, 451]]"
000230.jpg,"[800, 600, 3]","[9, 1]","[[259, 267, 635, 571], [400, 115, 571, 568]]"
000231.jpg,"[800, 600, 3]","[11, 1]","[[139, 176, 445, 330], [539, 198, 586, 363]]"
000232.jpg,"[800, 600, 3]","[4, 1, 10, 10, 10]","[[75, 147, 602, 534], [368, 51, 403, 149], [646, 114, 800, 190], [2, 78, 141, 147], [88, 109, 202, 144]]"
000233.jpg,"[800, 600, 3]","[7, 12]","[[443, 170, 773, 427], [2, 3, 722, 309]]"
000234.jpg,"[798, 600, 3]","[16, 18, 18, 18]","[[490, 147, 753, 520], [97, 369, 215, 504], [18, 239, 120, 321], [19, 81, 351, 364]]"
000235.jpg,"[800, 600, 3]","[16, 16, 16, 16, 17, 19, 18]","[[389, 408, 506, 600], [218, 522, 434, 600], [2, 466, 155, 598], [643, 392, 728, 506], [64, 426, 443, 600], [664, 307, 731, 406], [296, 267, 322, 378]]"
000236.jpg,"[787, 600, 3]",[2],"[[139, 266, 433, 494]]"
000237.jpg,"[814, 600, 3]","[1, 6]","[[393, 63, 571, 341], [93, 80, 656, 563]]"
000238.jpg,"[800, 600, 3]","[14, 1]","[[2, 2, 469, 597], [709, 403, 784, 598]]"
000239.jpg,"[898, 600, 3]","[11, 1, 1]","[[113, 47, 841, 393], [2, 248, 59, 370], [52, 298, 147, 428]]"
000240.jpg,"[800, 600, 3]","[10, 12, 12, 12, 1, 1, 12, 10, 10]","[[656, 213, 782, 275], [421, 280, 701, 374], [96, 250, 234, 354], [598, 246, 666, 290], [557, 245, 598, 302], [254, 245, 280, 309], [282, 243, 330, 278], [53, 242, 82, 272], [2, 246, 21, 272]]"
000241.jpg,"[800, 600, 3]","[10, 10, 10]","[[570, 293, 800, 448], [96, 174, 227, 341], [394, 214, 557, 347]]"
000242.jpg,"[901, 600, 3]",[3],"[[5, 5, 899, 517]]"
000243.jpg,"[901, 600, 3]",[8],"[[326, 229, 494, 348]]"
000244.jpg,"[901, 600, 3]",[7],"[[209, 364, 283, 414]]"
000245.jpg,"[800, 600, 3]","[12, 1]","[[29, 210, 781, 467], [485, 222, 526, 274]]"
000246.jpg,"[800, 600, 3]",[5],"[[96, 70, 530, 496]]"
000247.jpg,"[600, 800, 3]","[16, 1, 1]","[[3, 229, 216, 510], [182, 82, 437, 598], [234, 229, 395, 632]]"
000248.jpg,"[904, 600, 3]","[1, 6]","[[342, 284, 557, 479], [188, 163, 566, 493]]"
000249.jpg,"[901, 600, 3]","[16, 16, 16, 16, 16, 16, 16, 17]","[[121, 339, 330, 595], [195, 314, 288, 369], [281, 305, 364, 351], [312, 332, 494, 587], [483, 328, 569, 553], [485, 288, 566, 335], [553, 214, 677, 411], [184, 319, 584, 544]]"
000250.jpg,"[800, 600, 3]","[17, 15]","[[2, 272, 758, 600], [155, 198, 240, 475]]"
000251.jpg,"[600, 662, 3]","[12, 12, 12, 12, 1, 1, 1]","[[1, 628, 197, 662], [3, 596, 110, 629], [127, 576, 364, 662], [479, 583, 600, 662], [69, 568, 93, 621], [17, 558, 38, 596], [28, 568, 52, 611]]"
000252.jpg,"[901, 600, 3]","[12, 11, 1]","[[350, 303, 535, 434], [265, 97, 510, 404], [431, 202, 479, 243]]"
000253.jpg,"[896, 600, 3]",[14],"[[193, 99, 627, 408]]"
000254.jpg,"[901, 600, 3]","[12, 12, 12, 12, 12]","[[355, 431, 856, 600], [2, 378, 355, 600], [286, 445, 416, 566], [2, 447, 74, 499], [81, 441, 133, 494]]"
000255.jpg,"[901, 600, 3]",[5],"[[4, 4, 755, 598]]"
000256.jpg,"[875, 600, 3]",[8],"[[14, 168, 859, 406]]"
000257.jpg,"[800, 600, 3]","[20, 1, 1]","[[131, 2, 293, 91], [32, 227, 355, 600], [280, 109, 755, 600]]"
000258.jpg,"[901, 600, 3]","[5, 1]","[[346, 222, 728, 600], [631, 49, 901, 600]]"
000259.jpg,"[829, 600, 3]","[1, 1]","[[283, 2, 827, 598], [5, 2, 449, 438]]"
000260.jpg,"[800, 600, 3]","[8, 8]","[[88, 80, 730, 376], [630, 261, 800, 339]]"
000261.jpg,"[800, 600, 3]","[9, 9]","[[2, 122, 648, 522], [93, 126, 653, 472]]"
000262.jpg,"[1531, 600, 3]",[12],"[[1050, 294, 1531, 600]]"
000263.jpg,"[600, 800, 3]","[12, 12]","[[30, 358, 568, 517], [2, 568, 110, 798]]"
000264.jpg,"[600, 901, 3]","[13, 1]","[[4, 148, 600, 901], [207, 85, 557, 856]]"
000265.jpg,"[901, 600, 3]","[20, 13, 1, 1, 1, 1, 1]","[[301, 14, 654, 259], [303, 315, 508, 575], [236, 420, 416, 600], [196, 323, 432, 600], [29, 332, 241, 598], [463, 52, 636, 243], [5, 133, 117, 467]]"
000266.jpg,"[600, 800, 3]","[5, 19]","[[157, 30, 598, 800], [2, 2, 600, 800]]"
000267.jpg,"[600, 904, 3]",[6],"[[145, 155, 600, 904]]"
000268.jpg,"[901, 600, 3]","[8, 8]","[[324, 186, 786, 506], [2, 105, 472, 600]]"
000269.jpg,"[904, 600, 3]","[15, 15, 15, 15, 15, 1, 1, 1, 1, 1]","[[334, 477, 370, 578], [539, 443, 589, 564], [434, 2, 472, 47], [284, 2, 314, 49], [251, 2, 280, 51], [410, 101, 898, 385], [164, 107, 443, 472], [67, 242, 367, 600], [408, 136, 746, 495], [466, 206, 862, 600]]"
000270.jpg,"[929, 600, 3]",[14],"[[279, 223, 823, 340]]"
000271.jpg,"[935, 600, 3]","[12, 1, 1]","[[774, 340, 905, 443], [632, 353, 667, 434], [80, 316, 116, 432]]"
000272.jpg,"[600, 901, 3]",[1],"[[45, 128, 548, 901]]"
000273.jpg,"[800, 600, 3]",[4],"[[376, 238, 486, 294]]"
000274.jpg,"[800, 600, 3]",[2],"[[78, 160, 651, 485]]"
000275.jpg,"[600, 605, 3]","[1, 6]","[[257, 63, 427, 379], [72, 137, 527, 546]]"
000276.jpg,"[600, 800, 3]","[1, 1, 1]","[[206, 261, 368, 510], [259, 597, 416, 800], [51, 597, 224, 800]]"
000277.jpg,"[800, 600, 3]","[19, 15]","[[22, 166, 766, 514], [630, 539, 694, 600]]"
000278.jpg,"[800, 600, 3]","[5, 1]","[[470, 250, 800, 600], [178, 142, 667, 600]]"
000279.jpg,"[800, 600, 3]","[1, 1, 1]","[[477, 304, 597, 574], [344, 318, 483, 587], [120, 298, 341, 584]]"
000280.jpg,"[800, 600, 3]","[15, 15, 15, 1, 17]","[[726, 245, 763, 341], [768, 171, 800, 277], [701, 203, 733, 262], [245, 109, 461, 520], [392, 245, 800, 600]]"
000281.jpg,"[901, 600, 3]",[14],"[[85, 168, 786, 458]]"
000282.jpg,"[802, 600, 3]","[16, 1, 1, 1, 1]","[[537, 422, 776, 598], [525, 167, 764, 481], [372, 91, 573, 600], [5, 51, 319, 600], [93, 223, 475, 600]]"
000283.jpg,"[654, 600, 3]","[1, 1, 9, 9]","[[435, 144, 596, 550], [107, 18, 250, 393], [433, 336, 570, 595], [112, 170, 241, 463]]"
000284.jpg,"[898, 600, 3]",[12],"[[361, 140, 790, 460]]"
000285.jpg,"[800, 600, 3]","[1, 1, 16, 16]","[[358, 123, 739, 600], [59, 155, 370, 600], [590, 325, 699, 600], [192, 352, 366, 600]]"
000286.jpg,"[800, 600, 3]","[1, 1]","[[150, 349, 362, 600], [302, 18, 800, 600]]"
000287.jpg,"[800, 600, 3]","[1, 1, 1]","[[674, 104, 800, 206], [661, 205, 800, 600], [11, 2, 485, 598]]"
000288.jpg,"[901, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 11]","[[874, 314, 901, 505], [798, 294, 863, 510], [755, 276, 791, 432], [793, 281, 811, 414], [742, 294, 775, 447], [733, 350, 760, 452], [672, 283, 723, 479], [595, 305, 685, 454], [2, 276, 36, 550], [2, 198, 59, 440], [54, 256, 139, 369], [121, 38, 688, 501]]"
000289.jpg,"[901, 600, 3]",[12],"[[88, 178, 607, 416]]"
000290.jpg,"[600, 901, 3]",[5],"[[159, 182, 600, 901]]"
000291.jpg,"[800, 600, 3]","[20, 20, 1, 1]","[[282, 256, 536, 466], [2, 211, 293, 493], [466, 163, 522, 218], [427, 182, 485, 216]]"
000292.jpg,"[800, 600, 3]",[3],"[[150, 2, 707, 598]]"
000293.jpg,"[800, 600, 3]","[1, 1, 1, 1, 12, 12]","[[21, 32, 104, 307], [224, 53, 280, 213], [274, 64, 320, 186], [766, 78, 800, 122], [2, 3, 730, 509], [109, 99, 195, 158]]"
000294.jpg,"[800, 600, 3]","[2, 2]","[[528, 18, 726, 589], [88, 149, 267, 594]]"
000295.jpg,"[901, 600, 3]","[10, 10]","[[652, 351, 728, 443], [753, 286, 791, 317]]"
000296.jpg,"[862, 600, 3]","[12, 10]","[[736, 216, 862, 312], [76, 207, 791, 383]]"
000297.jpg,"[641, 600, 3]","[4, 1, 1]","[[132, 154, 319, 506], [345, 226, 469, 512], [290, 228, 409, 468]]"
000298.jpg,"[773, 600, 3]",[1],"[[278, 49, 524, 555]]"
000299.jpg,"[800, 600, 3]","[19, 16, 1, 15, 1, 1, 1]","[[2, 203, 240, 387], [286, 397, 448, 517], [256, 189, 464, 539], [160, 336, 178, 374], [99, 72, 133, 110], [138, 72, 179, 110], [2, 91, 46, 141]]"
000300.jpg,"[600, 800, 3]",[12],"[[59, 307, 539, 715]]"
000301.jpg,"[600, 800, 3]","[12, 12, 12]","[[13, 472, 600, 779], [24, 509, 170, 584], [2, 536, 42, 578]]"
000302.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12, 1, 13]","[[781, 442, 800, 512], [760, 402, 778, 437], [446, 360, 765, 544], [392, 368, 506, 448], [2, 386, 139, 600], [213, 390, 294, 587], [194, 437, 341, 587]]"
000303.jpg,"[796, 600, 3]","[12, 12, 12, 12, 12, 12]","[[24, 62, 796, 446], [740, 113, 796, 263], [708, 108, 796, 148], [2, 100, 148, 180], [3, 129, 135, 208], [2, 177, 81, 312]]"
000304.jpg,"[600, 800, 3]",[20],"[[131, 154, 387, 381]]"
000305.jpg,"[600, 901, 3]","[9, 1]","[[29, 418, 533, 901], [103, 142, 582, 854]]"
000306.jpg,"[1705, 600, 3]","[4, 4, 4, 4]","[[303, 109, 491, 245], [389, 123, 620, 293], [808, 157, 1030, 297], [1033, 143, 1295, 297]]"
000307.jpg,"[800, 600, 3]","[18, 18]","[[3, 5, 800, 600], [2, 366, 64, 600]]"
000308.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 17]","[[562, 160, 693, 304], [358, 198, 493, 430], [230, 245, 389, 514], [261, 182, 360, 267], [346, 171, 442, 246], [53, 218, 634, 507]]"
000309.jpg,"[800, 600, 3]",[2],"[[168, 272, 520, 477]]"
000310.jpg,"[800, 600, 3]","[1, 1, 1, 1]","[[432, 195, 563, 598], [267, 165, 443, 600], [86, 261, 144, 384], [189, 234, 216, 259]]"
000311.jpg,"[800, 600, 3]",[12],"[[75, 67, 693, 566]]"
000312.jpg,"[896, 600, 3]",[14],"[[5, 4, 896, 598]]"
000313.jpg,"[800, 600, 3]","[12, 12, 12, 12, 12, 12, 12]","[[11, 309, 130, 373], [118, 310, 224, 376], [218, 314, 314, 378], [333, 318, 414, 381], [450, 318, 528, 382], [576, 323, 670, 392], [675, 325, 789, 395]]"
000314.jpg,"[901, 600, 3]","[19, 16, 16, 16, 16, 16, 16, 16, 17]","[[640, 308, 901, 595], [382, 321, 537, 528], [359, 223, 407, 256], [461, 256, 526, 359], [492, 227, 528, 268], [519, 238, 568, 364], [350, 243, 441, 371], [326, 231, 360, 360], [353, 241, 555, 378]]"
000315.jpg,"[600, 800, 3]","[1, 1, 1]","[[82, 312, 518, 800], [3, 213, 179, 800], [454, 158, 600, 800]]"
000316.jpg,"[800, 600, 3]",[8],"[[539, 286, 646, 338]]"
000317.jpg,"[847, 600, 3]",[12],"[[200, 256, 690, 375]]"
000318.jpg,"[906, 600, 3]","[12, 12]","[[584, 143, 790, 303], [364, 147, 546, 259]]"
000319.jpg,"[904, 600, 3]","[6, 6, 1]","[[56, 145, 564, 526], [571, 331, 676, 452], [280, 89, 414, 398]]"
000320.jpg,"[600, 800, 3]","[12, 12, 12, 1]","[[488, 13, 539, 43], [435, 16, 486, 42], [365, 2, 437, 46], [2, 125, 595, 800]]"
000321.jpg,"[600, 901, 3]",[1],"[[79, 301, 449, 825]]"
000322.jpg,"[904, 600, 3]",[1],"[[23, 4, 848, 600]]"
000323.jpg,"[800, 600, 3]","[1, 1]","[[443, 5, 800, 600], [19, 5, 488, 600]]"
000324.jpg,"[800, 600, 3]",[5],"[[53, 166, 573, 394]]"
000325.jpg,"[800, 600, 3]",[8],"[[160, 101, 800, 320]]"
000326.jpg,"[800, 600, 3]",[2],"[[302, 157, 472, 378]]"
000327.jpg,"[800, 600, 3]","[15, 17, 16, 16, 16, 16, 16]","[[488, 43, 533, 203], [2, 142, 800, 600], [326, 50, 450, 147], [635, 93, 733, 221], [744, 154, 800, 318], [59, 90, 117, 147], [2, 142, 85, 326]]"
000328.jpg,"[904, 600, 3]","[6, 6, 6, 6, 1, 1, 1, 1]","[[105, 266, 464, 479], [2, 197, 90, 414], [551, 177, 795, 427], [508, 240, 571, 369], [210, 112, 314, 408], [307, 150, 378, 267], [654, 127, 748, 369], [508, 170, 591, 325]]"
000329.jpg,"[901, 600, 3]","[12, 12, 12]","[[524, 380, 573, 420], [395, 396, 434, 427], [467, 382, 494, 404]]"
000330.jpg,"[825, 600, 3]","[1, 6]","[[323, 79, 523, 358], [141, 91, 667, 572]]"
000331.jpg,"[600, 800, 3]","[16, 16, 16, 1]","[[274, 374, 597, 771], [98, 355, 221, 682], [2, 586, 80, 800], [238, 406, 573, 747]]"
000332.jpg,"[901, 600, 3]",[6],"[[97, 90, 514, 472]]"
000333.jpg,"[901, 600, 3]",[14],"[[2, 70, 661, 486]]"
000334.jpg,"[993, 600, 3]",[12],"[[74, 219, 542, 354]]"
000335.jpg,"[600, 800, 3]",[15],"[[6, 128, 578, 598]]"
000336.jpg,"[698, 600, 3]",[5],"[[6, 10, 659, 594]]"
000337.jpg,"[800, 600, 3]","[9, 9, 1, 1, 1, 1, 1, 1, 1, 1]","[[122, 245, 256, 442], [350, 282, 686, 598], [46, 46, 109, 178], [190, 6, 259, 85], [181, 45, 267, 210], [387, 27, 461, 165], [109, 147, 264, 408], [376, 48, 645, 579], [282, 120, 370, 211], [373, 141, 414, 251]]"
000338.jpg,"[901, 600, 3]","[1, 12]","[[355, 164, 389, 209], [148, 132, 692, 366]]"
000339.jpg,"[800, 600, 3]","[16, 1, 1, 1, 1]","[[2, 10, 376, 368], [3, 176, 342, 595], [333, 294, 483, 597], [482, 144, 755, 573], [579, 278, 800, 600]]"
000340.jpg,"[800, 600, 3]","[2, 2]","[[534, 210, 715, 581], [115, 61, 298, 408]]"
000341.jpg,"[890, 600, 3]","[11, 1, 1, 12, 12, 12, 12]","[[557, 201, 700, 356], [764, 281, 785, 342], [734, 274, 766, 338], [682, 354, 890, 529], [344, 244, 555, 395], [85, 264, 315, 383], [2, 363, 182, 600]]"
000342.jpg,"[800, 600, 3]","[20, 1]","[[3, 155, 683, 546], [152, 218, 525, 510]]"
000343.jpg,"[800, 600, 3]",[12],"[[40, 118, 782, 517]]"
000344.jpg,"[600, 800, 3]",[15],"[[142, 3, 491, 706]]"
000345.jpg,"[800, 600, 3]",[4],"[[398, 190, 798, 448]]"
000346.jpg,"[800, 600, 3]","[15, 1, 1, 1]","[[198, 171, 368, 549], [219, 125, 795, 600], [142, 323, 206, 395], [115, 334, 178, 414]]"
000347.jpg,"[783, 600, 3]",[6],"[[129, 3, 691, 585]]"
000348.jpg,"[898, 600, 3]","[1, 1, 1, 13]","[[383, 183, 505, 582], [478, 199, 578, 476], [551, 230, 600, 325], [181, 259, 686, 550]]"
000349.jpg,"[800, 600, 3]","[17, 16, 16, 16, 16, 20]","[[254, 210, 661, 579], [514, 202, 766, 581], [454, 122, 576, 230], [160, 146, 330, 477], [267, 258, 522, 600], [3, 3, 142, 210]]"
000350.jpg,"[898, 600, 3]","[10, 10, 10]","[[181, 253, 217, 307], [189, 291, 316, 341], [300, 260, 444, 340]]"
000351.jpg,"[905, 600, 3]",[12],"[[3, 76, 900, 425]]"
000352.jpg,"[800, 600, 3]","[1, 1, 1, 1, 19]","[[53, 109, 238, 395], [210, 109, 336, 398], [317, 94, 494, 454], [470, 133, 800, 600], [19, 160, 800, 600]]"
000353.jpg,"[800, 600, 3]","[13, 13, 13]","[[126, 46, 706, 570], [70, 72, 154, 125], [187, 88, 238, 134]]"
000354.jpg,"[800, 600, 3]",[3],"[[245, 186, 570, 600]]"
000355.jpg,"[901, 600, 3]",[12],"[[40, 65, 769, 528]]"
000356.jpg,"[600, 906, 3]","[1, 6]","[[162, 219, 474, 608], [230, 321, 411, 906]]"
000357.jpg,"[840, 600, 3]",[2],"[[49, 2, 840, 598]]"
000358.jpg,"[750, 600, 3]","[12, 1]","[[134, 150, 580, 426], [34, 50, 165, 430]]"
000359.jpg,"[600, 694, 3]","[5, 1, 16]","[[365, 369, 539, 665], [35, 18, 400, 668], [54, 117, 583, 592]]"
000360.jpg,"[800, 600, 3]","[4, 4, 4, 4]","[[102, 67, 800, 600], [2, 94, 266, 600], [6, 6, 686, 123], [2, 2, 579, 53]]"
000361.jpg,"[800, 600, 3]","[12, 12]","[[347, 301, 458, 374], [747, 187, 800, 234]]"
000362.jpg,"[901, 600, 3]",[5],"[[294, 47, 517, 481]]"
000363.jpg,"[901, 600, 3]","[2, 2]","[[106, 27, 396, 431], [290, 220, 901, 600]]"
000364.jpg,"[800, 600, 3]","[13, 13, 1]","[[86, 40, 726, 504], [509, 59, 782, 258], [590, 2, 733, 208]]"
000365.jpg,"[600, 820, 3]",[3],"[[184, 223, 564, 620]]"
000366.jpg,"[600, 800, 3]","[17, 16, 16]","[[126, 278, 426, 778], [26, 296, 184, 658], [387, 330, 594, 690]]"
000367.jpg,"[800, 600, 3]","[15, 15, 15, 15, 12, 12, 1]","[[363, 198, 434, 424], [530, 195, 624, 566], [630, 293, 675, 544], [456, 200, 522, 544], [688, 294, 800, 366], [3, 408, 800, 600], [278, 106, 472, 424]]"
000368.jpg,"[600, 901, 3]",[1],"[[90, 38, 490, 868]]"
000369.jpg,"[800, 600, 3]","[15, 17, 1, 1, 1]","[[290, 414, 346, 600], [42, 440, 749, 600], [154, 142, 686, 443], [370, 146, 800, 600], [2, 147, 192, 600]]"
000370.jpg,"[802, 600, 3]","[10, 10]","[[151, 167, 406, 411], [391, 196, 674, 412]]"
000371.jpg,"[901, 600, 3]",[10],"[[447, 323, 732, 447]]"
000372.jpg,"[898, 600, 3]","[1, 6, 6]","[[483, 34, 647, 532], [636, 205, 754, 280], [140, 40, 454, 546]]"
000373.jpg,"[600, 901, 3]",[12],"[[34, 618, 575, 816]]"
000374.jpg,"[800, 600, 3]","[13, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[77, 136, 798, 598], [200, 3, 506, 550], [70, 6, 205, 267], [504, 50, 563, 179], [472, 56, 512, 184], [347, 64, 397, 134], [34, 69, 82, 203], [754, 58, 795, 202], [715, 58, 755, 187], [578, 66, 598, 165]]"
000375.jpg,"[800, 600, 3]",[10],"[[5, 2, 782, 544]]"
000376.jpg,"[901, 600, 3]",[7],"[[413, 270, 477, 315]]"
000377.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 16, 16, 17]","[[184, 117, 322, 365], [290, 144, 432, 354], [325, 238, 504, 421], [144, 253, 336, 426], [35, 128, 194, 408], [618, 123, 789, 405], [542, 142, 650, 470], [454, 158, 568, 432], [600, 365, 770, 600], [605, 424, 800, 600], [2, 400, 613, 600]]"
000378.jpg,"[600, 906, 3]","[6, 1]","[[130, 190, 589, 900], [136, 11, 453, 600]]"
000379.jpg,"[800, 600, 3]",[9],"[[74, 26, 709, 546]]"
000380.jpg,"[901, 600, 3]",[9],"[[5, 7, 899, 596]]"
000381.jpg,"[600, 800, 3]","[17, 16, 16, 16, 15]","[[10, 294, 600, 800], [126, 251, 230, 426], [2, 318, 128, 565], [2, 611, 178, 798], [248, 13, 278, 59]]"
000382.jpg,"[600, 800, 3]","[10, 1]","[[5, 267, 261, 800], [160, 424, 190, 477]]"
000383.jpg,"[800, 600, 3]","[2, 2]","[[102, 74, 637, 598], [3, 24, 230, 560]]"
000384.jpg,"[901, 600, 3]",[19],"[[314, 49, 818, 526]]"
000385.jpg,"[800, 600, 3]","[16, 16]","[[246, 310, 450, 595], [597, 277, 800, 515]]"
000386.jpg,"[800, 600, 3]","[4, 4, 1]","[[459, 248, 691, 426], [219, 266, 326, 378], [109, 208, 285, 600]]"
000387.jpg,"[901, 600, 3]",[12],"[[9, 32, 868, 459]]"
000388.jpg,"[600, 904, 3]","[1, 1]","[[4, 226, 316, 898], [249, 11, 595, 904]]"
000389.jpg,"[600, 798, 3]","[18, 18]","[[139, 380, 217, 494], [13, 470, 356, 796]]"
000390.jpg,"[735, 600, 3]",[12],"[[12, 94, 724, 590]]"
000391.jpg,"[655, 600, 3]",[18],"[[75, 62, 609, 600]]"
000392.jpg,"[904, 600, 3]","[6, 1]","[[181, 173, 642, 586], [358, 105, 517, 356]]"
000393.jpg,"[904, 600, 3]","[1, 6]","[[425, 92, 558, 401], [284, 192, 770, 531]]"
000394.jpg,"[800, 600, 3]","[17, 1, 1, 1, 1]","[[314, 302, 800, 600], [46, 136, 405, 600], [2, 37, 550, 491], [702, 40, 773, 114], [694, 51, 726, 112]]"
000395.jpg,"[932, 600, 3]",[2],"[[194, 101, 799, 492]]"
000396.jpg,"[800, 600, 3]",[12],"[[138, 272, 565, 414]]"
000397.jpg,"[600, 800, 3]","[20, 16, 16, 16, 18, 18]","[[227, 330, 341, 418], [434, 307, 501, 437], [555, 426, 598, 574], [5, 690, 155, 800], [51, 298, 102, 398], [2, 245, 59, 398]]"
000398.jpg,"[679, 600, 3]",[14],"[[106, 1, 538, 566]]"
000399.jpg,"[901, 600, 3]",[9],"[[41, 27, 863, 533]]"
000400.jpg,"[600, 800, 3]",[3],"[[18, 78, 531, 782]]"
000401.jpg,"[800, 600, 3]","[3, 3]","[[344, 250, 776, 600], [2, 181, 323, 414]]"
000402.jpg,"[901, 600, 3]","[12, 12, 12]","[[22, 332, 708, 584], [759, 297, 841, 359], [4, 288, 214, 404]]"
000403.jpg,"[800, 600, 3]",[3],"[[251, 144, 778, 595]]"
000404.jpg,"[901, 600, 3]",[12],"[[240, 160, 710, 578]]"
000405.jpg,"[600, 888, 3]",[1],"[[28, 69, 554, 850]]"
000406.jpg,"[800, 600, 3]","[12, 1, 1, 1, 1, 12]","[[86, 456, 182, 501], [174, 446, 200, 510], [147, 466, 176, 517], [379, 450, 398, 494], [448, 464, 466, 493], [682, 467, 733, 504]]"
000407.jpg,"[800, 600, 3]","[1, 6]","[[350, 55, 547, 318], [108, 122, 672, 517]]"
000408.jpg,"[600, 800, 3]",[4],"[[82, 182, 555, 798]]"
000409.jpg,"[600, 904, 3]",[1],"[[80, 34, 600, 524]]"
000410.jpg,"[600, 904, 3]","[6, 5, 1, 1]","[[237, 412, 454, 569], [432, 479, 502, 609], [29, 342, 119, 629], [490, 405, 553, 575]]"
